"SYMBOL"	"LocusTag"	"description"	"LENGTH_AA"	"PROTEIN_REFSEQ"	"UNIPROT"	"PI"	"link_UNIPROT"	"link_NCBI"	"MW"	"new_Gene"	"SVM_prediction"	"Shift"	"High_significant_fractions"	"Low_significant_fractions"	"Cluster"	"Cluster_confidence"
"all2127"	"PCC7120DELTA_RS12475"	"Radical SAM protein"	452	"WP_010996285.1"	"Q8YV54"	"4.96"	"https://www.uniprot.org/uniprotkb/Q8YV54/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996285.1/"	"51.04"	"all2127"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.95"
"all2146"	"PCC7120DELTA_RS12575"	"ABC transporter ATP-binding protein/permease"	597	"WP_010996304.1"	"Q8YV35"	"6.45"	"https://www.uniprot.org/uniprotkb/Q8YV35/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996304.1/"	"66.49"	"all2146"	"FALSE"	"FALSE"	"NA"	"NA"	14	"90.66"
"all2148"	"PCC7120DELTA_RS12585"	"TonB-dependent siderophore receptor"	873	"WP_044521252.1"	"Q8YV33"	"4.5"	"https://www.uniprot.org/uniprotkb/Q8YV33/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521252.1/"	"95.45"	"all2148"	"FALSE"	"FALSE"	"NA"	"NA"	14	100
"all2158"	"PCC7120DELTA_RS12635"	"TonB-dependent siderophore receptor"	878	"WP_010996316.1"	"Q8YV23"	"4.84"	"https://www.uniprot.org/uniprotkb/Q8YV23/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996316.1/"	"96.47"	"all2158"	"FALSE"	"FALSE"	"NA"	"NA"	14	"96.25"
"all2162"	"PCC7120DELTA_RS12650"	"Methyl-accepting chemotaxis protein"	752	"WP_010996320.1"	"Q8YV19"	"5.13"	"https://www.uniprot.org/uniprotkb/Q8YV19/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996320.1/"	"81.38"	"all2162"	"FALSE"	"TRUE"	12	"NA"	3	"99.96"
"all2166"	"PCC7120DELTA_RS12670"	"Glutamate-5-semialdehyde dehydrogenase"	434	"WP_044522932.1"	"Q8YV15"	"5.27"	"https://www.uniprot.org/uniprotkb/Q8YV15/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522932.1/"	"46.96"	"all2166"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"all2170"	"PCC7120DELTA_RS12695"	"CHAT domain-containing protein"	885	"WP_010996328.1"	"Q8YV11"	"8.49"	"https://www.uniprot.org/uniprotkb/Q8YV11/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996328.1/"	"97.74"	"all2170"	"FALSE"	"TRUE"	"1_2 5 10"	4	17	"96.2"
"all2177"	"PCC7120DELTA_RS12730"	"Rpn family recombination-promoting nuclease/putative transposase"	294	"WP_010996335.1"	"Q8YV04"	"4.71"	"https://www.uniprot.org/uniprotkb/Q8YV04/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996335.1/"	"34.38"	"all2177"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.57"
"all2192"	"PCC7120DELTA_RS12810"	"Anti-sigma factor"	260	"WP_010996350.1"	"Q8YUY9"	5	"https://www.uniprot.org/uniprotkb/Q8YUY9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996350.1/"	"29.2"	"all2192"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2198"	"PCC7120DELTA_RS12840"	"Hypothetical protein"	226	"WP_010996356.1"	"Q8YUY3"	"7.7"	"https://www.uniprot.org/uniprotkb/Q8YUY3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996356.1/"	"25.07"	"all2198"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"all2200"	"PCC7120DELTA_RS12850"	"Toll/interleukin-1 receptor domain-containing protein"	186	"WP_010996358.1"	"Q8YUY1"	"8.79"	"https://www.uniprot.org/uniprotkb/Q8YUY1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996358.1/"	"21.66"	"all2200"	"FALSE"	"FALSE"	"NA"	"NA"	2	"99.99"
"all2236"	"PCC7120DELTA_RS13035"	"TonB-dependent siderophore receptor"	858	"WP_010996394.1"	"Q8YUU5"	"4.73"	"https://www.uniprot.org/uniprotkb/Q8YUU5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996394.1/"	"95.04"	"all2236"	"FALSE"	"FALSE"	"NA"	"NA"	14	100
"all2260"	"PCC7120DELTA_RS13155"	"DUF3365 domain-containing protein"	300	"WP_010996417.1"	"Q8YUS4"	"8.74"	"https://www.uniprot.org/uniprotkb/Q8YUS4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996417.1/"	"33.74"	"all2260"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"all2262"	"PCC7120DELTA_RS13165"	"Hypothetical protein"	142	"WP_010996419.1"	"Q8YUS2"	"4.78"	"https://www.uniprot.org/uniprotkb/Q8YUS2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996419.1/"	"16.44"	"all2262"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"all2267"	"PCC7120DELTA_RS13190"	"Hypothetical protein"	94	"WP_190449595.1"	"Q8YUR8"	"8.97"	"https://www.uniprot.org/uniprotkb/Q8YUR8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_190449595.1/"	"11.91"	"all2267"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.55"
"all2275"	"PCC7120DELTA_RS13225"	"Uma2 family endonuclease"	194	"WP_010996432.1"	"Q8YUR0"	"4.85"	"https://www.uniprot.org/uniprotkb/Q8YUR0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996432.1/"	"22.29"	"all2275"	"FALSE"	"FALSE"	"NA"	"NA"	6	"97.1"
"all2283"	"PCC7120DELTA_RS13265"	"STAS domain-containing protein"	109	"WP_010996440.1"	"Q8YUQ2"	"7.84"	"https://www.uniprot.org/uniprotkb/Q8YUQ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996440.1/"	"12.36"	"all2283"	"FALSE"	"FALSE"	"NA"	"NA"	3	"92.96"
"all2303"	"PCC7120DELTA_RS13360"	"Dihydroorotase"	439	"WP_010996459.1"	"Q8YUN6"	"5.75"	"https://www.uniprot.org/uniprotkb/Q8YUN6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996459.1/"	"48.04"	"all2303"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.11"
"all2314"	"PCC7120DELTA_RS13415"	"EndoU domain-containing protein"	269	"WP_044521322.1"	"Q8YUM6"	"9.26"	"https://www.uniprot.org/uniprotkb/Q8YUM6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521322.1/"	"31.78"	"all2314"	"FALSE"	"TRUE"	"1_2 3"	"NA"	8	100
"all2316"	"PCC7120DELTA_RS13425"	"Aldo/keto reductase"	284	"WP_010996472.1"	"Q8YUM4"	"5.56"	"https://www.uniprot.org/uniprotkb/Q8YUM4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996472.1/"	"31.45"	"all2316"	"FALSE"	"FALSE"	"NA"	"NA"	2	"99.75"
"all2317"	"PCC7120DELTA_RS13430"	"Thermonuclease family protein"	146	"WP_010996473.1"	"Q8YUM3"	"9.48"	"https://www.uniprot.org/uniprotkb/Q8YUM3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996473.1/"	"16.15"	"all2317"	"FALSE"	"FALSE"	"NA"	"NA"	1	100
"all2318"	"PCC7120DELTA_RS13435"	"Tab2/Atab2 family RNA-binding protein"	264	"WP_010996474.1"	"Q8YUM2"	"4.93"	"https://www.uniprot.org/uniprotkb/Q8YUM2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996474.1/"	"29.48"	"all2318"	"TRUE"	"FALSE"	"NA"	"NA"	2	100
"all2333"	"PCC7120DELTA_RS13505"	"FAD-dependent oxidoreductase"	595	"WP_010996489.1"	"Q8YUL1"	"5.19"	"https://www.uniprot.org/uniprotkb/Q8YUL1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996489.1/"	"65.97"	"all2333"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"all2334"	"PCC7120DELTA_RS13510"	"Protein kinase"	495	"WP_231865538.1"	"Q8YUL0"	"8.27"	"https://www.uniprot.org/uniprotkb/Q8YUL0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865538.1/"	"53.1"	"all2334"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.83"
"all2340"	"PCC7120DELTA_RS13535"	"LL-diaminopimelate aminotransferase"	404	"WP_010996496.1"	"Q8YUK5"	"5.82"	"https://www.uniprot.org/uniprotkb/Q8YUK5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996496.1/"	44	"all2340"	"FALSE"	"FALSE"	"NA"	"NA"	10	"99.97"
"all2342"	"PCC7120DELTA_RS13545"	"PspA/IM30 family protein"	258	"WP_010996498.1"	"Q8YUK4"	"5.12"	"https://www.uniprot.org/uniprotkb/Q8YUK4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996498.1/"	"28.8"	"all2342"	"TRUE"	"TRUE"	14	"NA"	"NA"	"NA"
"all2349"	"PCC7120DELTA_RS13580"	"Peptide ligase PGM1-related protein"	533	"WP_044522977.1"	"Q8YUJ7"	"5.82"	"https://www.uniprot.org/uniprotkb/Q8YUJ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522977.1/"	"60.84"	"all2349"	"FALSE"	"FALSE"	"NA"	"NA"	13	"98.82"
"all2352"	"PCC7120DELTA_RS13595"	"WD40 repeat domain-containing protein"	346	"WP_084789093.1"	"Q8YUJ4"	"9.8"	"https://www.uniprot.org/uniprotkb/Q8YUJ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_084789093.1/"	"38.44"	"all2352"	"FALSE"	"FALSE"	"NA"	"NA"	3	"99.18"
"all2357"	"PCC7120DELTA_RS13620"	"Phosphonate ABC transporter ATP-binding protein"	244	"WP_010996513.1"	"Q8YUI9"	"6.96"	"https://www.uniprot.org/uniprotkb/Q8YUI9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996513.1/"	"26.64"	"all2357"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"all2358"	"PCC7120DELTA_RS13625"	"Phosphate/phosphite/phosphonate ABC transporter substrate-binding protein"	324	"WP_044521339.1"	"Q8YUI8"	"9.74"	"https://www.uniprot.org/uniprotkb/Q8YUI8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521339.1/"	"35.16"	"all2358"	"TRUE"	"FALSE"	"NA"	"NA"	2	100
"all2371"	"PCC7120DELTA_RS13685"	"Hypothetical protein"	137	"WP_010996527.1"	"Q8YUH5"	"5.25"	"https://www.uniprot.org/uniprotkb/Q8YUH5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996527.1/"	"16.05"	"all2371"	"FALSE"	"FALSE"	"NA"	"NA"	10	"91.32"
"all2375"	"PCC7120DELTA_RS13705"	"Peroxiredoxin"	145	"WP_010996531.1"	"Q8YUH1"	"4.91"	"https://www.uniprot.org/uniprotkb/Q8YUH1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996531.1/"	"15.34"	"all2375"	"FALSE"	"FALSE"	"NA"	"NA"	1	100
"all2381"	"PCC7120DELTA_RS13730"	"SRPBCC family protein"	151	"WP_010996537.1"	"Q8YUG5"	"5.52"	"https://www.uniprot.org/uniprotkb/Q8YUG5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996537.1/"	"17.45"	"all2381"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"all2384"	"PCC7120DELTA_RS13745"	"Hypothetical protein"	546	"WP_010996540.1"	"Q8YUG3"	"4.66"	"https://www.uniprot.org/uniprotkb/Q8YUG3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996540.1/"	"61.61"	"all2384"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"all2390"	"PCC7120DELTA_RS13770"	"TIGR01777 family oxidoreductase"	306	"WP_010996546.1"	"Q8YUF7"	"8.83"	"https://www.uniprot.org/uniprotkb/Q8YUF7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996546.1/"	"33.02"	"all2390"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"all2391"	"PCC7120DELTA_RS13775"	"Cob(I)yrinic acid a,c-diamide adenosyltransferase"	378	"WP_010996547.1"	"P46080"	"6.39"	"https://www.uniprot.org/uniprotkb/P46080/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996547.1/"	"41.34"	"all2391"	"TRUE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2396"	"PCC7120DELTA_RS13800"	"Hypothetical protein"	454	"WP_010996552.1"	"Q8YUF4"	"9.74"	"https://www.uniprot.org/uniprotkb/Q8YUF4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996552.1/"	"51.09"	"all2396"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"all2399"	"PCC7120DELTA_RS13810"	"Uma2 family endonuclease"	252	"WP_010996555.1"	"Q8YUF1"	"4.68"	"https://www.uniprot.org/uniprotkb/Q8YUF1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996555.1/"	"29.44"	"all2399"	"FALSE"	"TRUE"	14	"NA"	4	"99.98"
"all2402"	"PCC7120DELTA_RS13825"	"Type II toxin-antitoxin system RelE/ParE family toxin"	112	"WP_010996558.1"	"Q8YUE8"	"5.21"	"https://www.uniprot.org/uniprotkb/Q8YUE8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996558.1/"	"12.95"	"all2402"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"all2409"	"PCC7120DELTA_RS13860"	"DUF547 domain-containing protein"	246	"WP_231865539.1"	"Q8YUE3"	"6.95"	"https://www.uniprot.org/uniprotkb/Q8YUE3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865539.1/"	"27.61"	"all2409"	"FALSE"	"FALSE"	"NA"	"NA"	10	"99.96"
"all2410"	"PCC7120DELTA_RS13865"	"Phenylacetate--CoA ligase family protein"	505	"WP_010996566.1"	"Q8YUE2"	"5.24"	"https://www.uniprot.org/uniprotkb/Q8YUE2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996566.1/"	"56.25"	"all2410"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.76"
"all2413"	"PCC7120DELTA_RS13880"	"DUF4336 domain-containing protein"	400	"WP_010996569.1"	"Q8YUD9"	"7.76"	"https://www.uniprot.org/uniprotkb/Q8YUD9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996569.1/"	"45.81"	"all2413"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.65"
"all2425"	"PCC7120DELTA_RS13940"	"D-Ala-D-Ala carboxypeptidase family metallohydrolase"	255	"WP_010996581.1"	"Q8YUC7"	"6.91"	"https://www.uniprot.org/uniprotkb/Q8YUC7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996581.1/"	"27.81"	"all2425"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2430"	"PCC7120DELTA_RS13965"	"Translocation/assembly module TamB domain-containing protein"	2048	"WP_010996586.1"	"Q8YUC2"	"9.35"	"https://www.uniprot.org/uniprotkb/Q8YUC2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996586.1/"	"216.5"	"all2430"	"FALSE"	"FALSE"	"NA"	"NA"	11	"98.63"
"all2438"	"PCC7120DELTA_RS14005"	"Uma2 family endonuclease"	198	"WP_010996594.1"	"Q8YUB4"	"4.52"	"https://www.uniprot.org/uniprotkb/Q8YUB4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996594.1/"	"22.67"	"all2438"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"all2459"	"PCC7120DELTA_RS14120"	"ATP-binding protein"	442	"WP_010996615.1"	"Q8YU95"	"5.46"	"https://www.uniprot.org/uniprotkb/Q8YU95/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996615.1/"	"49.72"	"all2459"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"all2477"	"PCC7120DELTA_RS14210"	"AI-2E family transporter"	387	"WP_010996633.1"	"Q8YU77"	"9.16"	"https://www.uniprot.org/uniprotkb/Q8YU77/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996633.1/"	"41.88"	"all2477"	"FALSE"	"TRUE"	"1_2"	3	11	100
"all2487"	"PCC7120DELTA_RS14265"	"Tetratricopeptide repeat protein"	224	"WP_010996643.1"	"Q8YU67"	"9.98"	"https://www.uniprot.org/uniprotkb/Q8YU67/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996643.1/"	"24.89"	"all2487"	"FALSE"	"TRUE"	10	5	4	"99.87"
"all2500"	"PCC7120DELTA_RS14330"	"S41 family peptidase"	428	"WP_010996656.1"	"Q8YU55"	"9.45"	"https://www.uniprot.org/uniprotkb/Q8YU55/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996656.1/"	"47.36"	"all2500"	"FALSE"	"FALSE"	"NA"	"NA"	4	"98.06"
"all2507"	"PCC7120DELTA_RS14365"	"Glycosyltransferase family 4 protein"	395	"WP_010996663.1"	"Q8YU49"	"6.14"	"https://www.uniprot.org/uniprotkb/Q8YU49/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996663.1/"	"45.52"	"all2507"	"FALSE"	"FALSE"	"NA"	"NA"	11	"99.46"
"all2509"	"PCC7120DELTA_RS14375"	"Glycerol-3-phosphate acyltransferase"	963	"WP_010996665.1"	"Q8YU47"	"5.38"	"https://www.uniprot.org/uniprotkb/Q8YU47/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996665.1/"	107	"all2509"	"FALSE"	"FALSE"	"NA"	"NA"	13	100
"all2511"	"PCC7120DELTA_RS14390"	"Hypothetical protein"	204	"WP_010996667.1"	"Q44303"	"9.78"	"https://www.uniprot.org/uniprotkb/Q44303/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996667.1/"	"22.99"	"all2511"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2533"	"PCC7120DELTA_RS14495"	"Prolyl oligopeptidase family protein"	689	"WP_010996689.1"	"Q8YU28"	"4.92"	"https://www.uniprot.org/uniprotkb/Q8YU28/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996689.1/"	"77.92"	"all2533"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"all2545"	"PCC7120DELTA_RS14550"	"TPM domain-containing protein"	269	"WP_010996701.1"	"Q8YU16"	"5.34"	"https://www.uniprot.org/uniprotkb/Q8YU16/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996701.1/"	"30.1"	"all2545"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"all2546"	"PCC7120DELTA_RS14560"	"Hypothetical protein"	181	"WP_010996702.1"	"Q8YU15"	"5.61"	"https://www.uniprot.org/uniprotkb/Q8YU15/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996702.1/"	20	"all2546"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2547"	"PCC7120DELTA_RS14565"	"YtxH domain-containing protein"	116	"WP_010996703.1"	"Q8YU14"	"5.11"	"https://www.uniprot.org/uniprotkb/Q8YU14/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996703.1/"	"12.45"	"all2547"	"FALSE"	"FALSE"	"NA"	"NA"	17	"92.8"
"all2549"	"PCC7120DELTA_RS14575"	"Glycosyltransferase"	333	"WP_010996705.1"	"Q8YU12"	"8.53"	"https://www.uniprot.org/uniprotkb/Q8YU12/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996705.1/"	"38.4"	"all2549"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.98"
"all2550"	"PCC7120DELTA_RS14580"	"DUF6391 domain-containing protein"	219	"WP_010996706.1"	"Q8YU11"	"5.83"	"https://www.uniprot.org/uniprotkb/Q8YU11/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996706.1/"	"24.07"	"all2550"	"FALSE"	"FALSE"	"NA"	"NA"	6	"96.3"
"all2556"	"PCC7120DELTA_RS14595"	"Peroxiredoxin"	185	"WP_010996712.1"	"Q8YU05"	"6.05"	"https://www.uniprot.org/uniprotkb/Q8YU05/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996712.1/"	"20.46"	"all2556"	"FALSE"	"FALSE"	"NA"	"NA"	2	"97.49"
"all2567"	"PCC7120DELTA_RS14650"	"Phosphoketolase family protein"	793	"WP_010996723.1"	"Q8YTZ6"	"6.09"	"https://www.uniprot.org/uniprotkb/Q8YTZ6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996723.1/"	"89.58"	"all2567"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2571"	"PCC7120DELTA_RS14670"	"BON domain-containing protein"	149	"WP_010996727.1"	"Q8YTZ2"	"9.73"	"https://www.uniprot.org/uniprotkb/Q8YTZ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996727.1/"	"15.82"	"all2571"	"FALSE"	"FALSE"	"NA"	"NA"	2	"90.01"
"all2598"	"PCC7120DELTA_RS14800"	"SDR family oxidoreductase"	284	"WP_010996754.1"	"Q8YTW5"	"5.55"	"https://www.uniprot.org/uniprotkb/Q8YTW5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996754.1/"	"30.17"	"all2598"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.85"
"all2608"	"PCC7120DELTA_RS14840"	"Sucrase ferredoxin"	331	"WP_044523022.1"	"Q8YTV5"	"5.8"	"https://www.uniprot.org/uniprotkb/Q8YTV5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044523022.1/"	"38.12"	"all2608"	"FALSE"	"TRUE"	17	"NA"	6	100
"all2610"	"PCC7120DELTA_RS14850"	"TonB-dependent receptor"	854	"WP_231865543.1"	"Q8YTV3"	"4.72"	"https://www.uniprot.org/uniprotkb/Q8YTV3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865543.1/"	"94.91"	"all2610"	"FALSE"	"FALSE"	"NA"	"NA"	14	"99.99"
"all2617"	"PCC7120DELTA_RS14880"	"Sucrase ferredoxin"	332	"WP_010996773.1"	"Q8YTU6"	"5.81"	"https://www.uniprot.org/uniprotkb/Q8YTU6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996773.1/"	"38.01"	"all2617"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.69"
"all2622"	"PCC7120DELTA_RS14905"	"ABC transporter ATP-binding protein/permease"	573	"WP_010996778.1"	"Q8YTU1"	"8.91"	"https://www.uniprot.org/uniprotkb/Q8YTU1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996778.1/"	"63.84"	"all2622"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"all2623"	"PCC7120DELTA_RS14910"	"ABC transporter ATP-binding protein/permease"	586	"WP_010996779.1"	"Q8YTU0"	"6.53"	"https://www.uniprot.org/uniprotkb/Q8YTU0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996779.1/"	"65.6"	"all2623"	"FALSE"	"FALSE"	"NA"	"NA"	13	"99.83"
"all2624"	"PCC7120DELTA_RS14915"	"DUF4351 domain-containing protein"	282	"WP_010996780.1"	"Q8YTT9"	"5.04"	"https://www.uniprot.org/uniprotkb/Q8YTT9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996780.1/"	"32.77"	"all2624"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2661"	"PCC7120DELTA_RS15095"	"DUF3102 domain-containing protein"	313	"WP_231865456.1"	"Q8YTQ2"	"5.14"	"https://www.uniprot.org/uniprotkb/Q8YTQ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865456.1/"	"36.91"	"all2661"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"all2700"	"PCC7120DELTA_RS15275"	"TRC40/GET3/ArsA family transport-energizing ATPase"	395	"WP_010996853.1"	"Q8YTL7"	"5.24"	"https://www.uniprot.org/uniprotkb/Q8YTL7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996853.1/"	"44.68"	"all2700"	"TRUE"	"FALSE"	"NA"	"NA"	8	100
"all2702"	"PCC7120DELTA_RS15285"	"Hypothetical protein"	189	"WP_010996855.1"	"Q8YTL5"	"4.46"	"https://www.uniprot.org/uniprotkb/Q8YTL5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996855.1/"	"21.41"	"all2702"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2704"	"PCC7120DELTA_RS15295"	"Phosphodiester glycosidase family protein"	310	"WP_010996857.1"	"Q8YTL3"	"9.44"	"https://www.uniprot.org/uniprotkb/Q8YTL3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996857.1/"	"34.4"	"all2704"	"FALSE"	"TRUE"	17	"NA"	"NA"	"NA"
"all2705"	"PCC7120DELTA_RS15300"	"DUF4912 domain-containing protein"	416	"WP_010996858.1"	"Q8YTL2"	"5.04"	"https://www.uniprot.org/uniprotkb/Q8YTL2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996858.1/"	"46.22"	"all2705"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all2716"	"PCC7120DELTA_RS15360"	"Thylakoid membrane photosystem I accumulation factor"	195	"WP_010996869.1"	"Q8YTK1"	"5.27"	"https://www.uniprot.org/uniprotkb/Q8YTK1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996869.1/"	"22.06"	"all2716"	"FALSE"	"TRUE"	19	"NA"	"NA"	"NA"
"all2720"	"PCC7120DELTA_RS15380"	"Glycosyltransferase family 4 protein"	362	"WP_010996873.1"	"Q8YTJ7"	"4.88"	"https://www.uniprot.org/uniprotkb/Q8YTJ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996873.1/"	"40.05"	"all2720"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.95"
"all2736"	"PCC7120DELTA_RS15460"	"Hypothetical protein"	206	"WP_044521468.1"	"Q8YTI1"	"7.48"	"https://www.uniprot.org/uniprotkb/Q8YTI1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521468.1/"	"19.24"	"all2736"	"FALSE"	"FALSE"	"NA"	"NA"	16	100
"all2748"	"PCC7120DELTA_RS15520"	"Ankyrin repeat domain-containing protein"	426	"WP_010996901.1"	"Q8YTG9"	"4.76"	"https://www.uniprot.org/uniprotkb/Q8YTG9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996901.1/"	"43.8"	"all2748"	"FALSE"	"FALSE"	"NA"	"NA"	14	"96.45"
"all2772"	"PCC7120DELTA_RS15630"	"ATP-binding protein"	364	"WP_231865458.1"	"Q8YTE5"	"6.51"	"https://www.uniprot.org/uniprotkb/Q8YTE5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865458.1/"	"46.1"	"all2772"	"FALSE"	"FALSE"	"NA"	"NA"	11	"99.93"
"all2776"	"PCC7120DELTA_RS15650"	"FAD-binding oxidoreductase"	386	"WP_010996927.1"	"Q8YTE3"	"4.79"	"https://www.uniprot.org/uniprotkb/Q8YTE3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996927.1/"	"41.78"	"all2776"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.99"
