"Gene"	"Protein.ID"	"Protein.Description"	"SVM"	"n_ctrl"	"n_rnase"	"n_hits"	"hits"	"n_candidates"	"candidates"	"n_hits_plus_candidates"	"FC_fraction01_2"	"FC_fraction03"	"FC_fraction04"	"FC_fraction05"	"FC_fraction06"	"FC_fraction07"	"FC_fraction08"	"FC_fraction09"	"FC_fraction10"	"FC_fraction11"	"FC_fraction12"	"FC_fraction13"	"FC_fraction14"	"FC_fraction15"	"FC_fraction16"	"FC_fraction17"	"FC_fraction18"	"FC_fraction19"	"p_fraction01_2"	"p_fraction03"	"p_fraction04"	"p_fraction05"	"p_fraction06"	"p_fraction07"	"p_fraction08"	"p_fraction09"	"p_fraction10"	"p_fraction11"	"p_fraction12"	"p_fraction13"	"p_fraction14"	"p_fraction15"	"p_fraction16"	"p_fraction17"	"p_fraction18"	"p_fraction19"
"msrA2"	"Q8YWD8"	"Peptide methionine sulfoxide reductase MsrA 2 "	-1,412404823	3	3	0		0		0	0,1661679396	0,0116138969	0,0497467872	0,0879800512	-0,2587598792	-0,3004233986	-0,2248678891	-0,2034142982	-0,8590389616	-0,7515773299	-0,6123597594	-0,488442433	-0,4605460794	-0,373886974	-0,2924522826	-0,384201322	-0,480771941	-0,2104113874	0,9206734609	0,9596020627	0,9514078538	0,958115041	0,9438550395	0,9637250607	0,8933409997	0,9386799242	0,5775375396	0,8506691347	0,9057123075	0,8816104479	0,947379147	0,9652304549	0,9638393944	0,9699778729	0,8939929328	0,9353794858
"all7065"	"Q8YL70"	"All7065 protein "	-1,4119933528	3	3	0		0		0	0,2569353682	-0,0016593887	-0,0224024589	0,1180627865	-0,005059855	0,1922517752	0,4567535171	0,0989036095	0,3950286284	0,1545119635	-0,4994044158	0,3113253482	-0,3244461121	0,0318860147	-0,6772493614	-0,1172742814	-0,3536418592	-0,6512399138	0,8942005763	0,9611528679	0,9565531462	0,951752084	0,9690792751	0,9491136744	0,7226367805	0,9532776145	0,853201437	0,9731510515	0,9593773733	0,9391346375	0,9628987311	0,9839088116	0,9635439594	0,9841278552	0,944373406	0,9441156785
"all4424"	"Q8YNY5"	"All4424 protein "	-1,4113811163	3	3	0		0		0	0,1653194771	0,2178240341	-0,0996673636	0,0731468004	-0,227768606	-0,1175451276	-0,1613322153	-0,0771080263	0,2094177237	0,0970938618	0,3793542353	-0,1048672525	-0,4295341909	0,4795880354	0,6369152657	0,4683912882	0,3929508179	0,2776670022	0,9273019359	0,880326423	0,9459718524	0,9673605557	0,8417447208	0,9659632344	0,9026104489	0,9553675617	0,9300291137	0,9751379079	0,9295050257	0,949450847	0,9336105083	0,9576675811	0,9320751455	0,9624905337	0,8931857801	0,8965674552
"susB"	"Q939U7"	"Sucrose synthase "	-1,4108858793	3	3	0		0		0	0,4040380464	-0,2826766947	0,1912267258	0,0033024696	-0,0657467356	-0,0920310892	-0,0437828686	-0,162520432	-0,361307426	-0,629913006	-0,1376216838	0,4903109493	-0,3544734505	-0,3365628188	-0,1881532199	-0,0326277809	-0,0889990782	-0,5395777573	0,8366626262	0,8971381669	0,850095088	0,9736616782	0,9590101611	0,9698473501	0,9354312598	0,9493459786	0,9204776812	0,9536493368	0,9657151878	0,8866851533	0,9622727837	0,9734736977	0,9675639256	0,9843179265	0,9539638666	0,8777728894
"psaJ"	"P58568"	"Photosystem I reaction center subunit IX "	-1,4105043189	3	3	0		0		0	-0,499818554	-0,1438074561	0,0863785868	0,130810217	0,169654832	0,6066639168	0,8332723621	0,0770970876	-0,0153693532	0,3209935634	-0,0088716151	-0,130807243	-0,219862472	-0,4170048615	0,0912575861	-0,2516024458	0,0712905049	-0,3841242259	0,8983271667	0,948436034	0,9540918689	0,9646639787	0,9498656031	0,9375147415	0,1032622214	0,9554985785	0,959794338	0,9509007288	0,9729301796	0,9460281149	0,9631188309	0,9556805735	0,9733285359	0,9723643381	0,955840421	0,8077887194
"all1106"	"WP_044520813.1"	"carotenoid oxygenase family protein "	-1,4093612202	3	3	0		0		0	0,0942353217	0,1506365985	-0,062086651	-0,0187534152	-0,0363210167	-0,0610086952	-0,000680042	0,0575189509	0,0093300217	-0,0167051622	-0,1306731725	-0,2238350012	-0,2314885406	0,049208513	-0,0545918667	-0,0314329761	-0,1633510765	-0,083214247	0,939593747	0,915661694	0,9423261613	0,9715454139	0,9643891924	0,9739012733	0,9426717693	0,9598138894	0,9606978587	0,9792385101	0,9673834589	0,9451366612	0,9683435256	0,9839810324	0,9766483468	0,9844232905	0,9494761795	0,9540280578
"all2003"	"Q8YVH5"	"All2003 protein "	-1,4077502683	3	3	0		0		0	-0,00122955	-0,1418649709	0,0295449635	0,1374384255	0,256103862	0,2605112168	0,3439863403	0,3707228093	0,4572358269	0,0604715644	0,2360643187	0,5265484122	0,5573617077	0,4441347526	0,3696527258	0,5708276128	0,6212084591	0,2119279985	0,953071973	0,9225795447	0,9543926565	0,9522843088	0,9450596749	0,9631145946	0,8319665002	0,9008652506	0,8443790371	0,9771070852	0,951339271	0,8777565831	0,8671836985	0,9548369764	0,9374329624	0,925776761	0,6815335028	0,9246051526
"all0902"	"Q8YYE8"	"All0902 protein "	-1,4072259189	3	3	0		0		0	0,3062427869	0,0163628513	-0,063768973	0,0339654122	0,045944121	0,1692001327	0,5806964906	-0,4661546819	0,3645240793	-0,0643366117	0,4522176173	0,1728922725	0,0825045959	0,1684767398	-0,765926345	-1,3794632721	-0,9027928778	-0,7406373001	0,8321417079	0,9583943013	0,9450250774	0,9691977312	0,9611636991	0,9592227413	0,7089428155	0,8872694733	0,9183533829	0,9763813961	0,8893473568	0,9390101026	0,9742798238	0,9771235119	0,7502824692	0,8873089167	0,3311705538	0,5241128967
"all2192"	"Q8YUY9"	"All2192 protein "	-1,4065952221	3	3	0		0		0	0,0590507784	0,0180950063	0,1501978225	-0,0009804131	-0,1635821486	-0,2453201657	-0,1110217678	-0,2425665887	-0,4529608339	-0,8315366375	-0,2842754141	-0,878794279	-0,9847358459	-0,4990481533	-0,583661427	-0,3902865297	-0,5038576744	-0,2328413428	0,9461298557	0,9597903296	0,8810472418	0,9739635062	0,9530589155	0,9419739219	0,9232435024	0,9422886042	0,9087456859	0,9288913495	0,9624925097	0,8619024932	0,8974376523	0,9707783465	0,9434045751	0,9745229089	0,9025217354	0,9460453901
"lysA"	"Q8YST7"	"Diaminopimelate decarboxylase "	-1,405746096	3	3	0		0		0	0,2923633159	0,1890068204	0,0440018292	-0,0754333246	-0,1279748294	-0,0203883448	0,2157060982	0,2690015277	0,3600507034	0,0309998699	-0,254316688	-0,0482649084	0,1640219113	-0,064933866	0,042789224	-0,2358648437	-0,0516185495	-0,3452214276	0,8732051852	0,8953277435	0,9513608331	0,961194831	0,9418992056	0,9768752501	0,8848173196	0,919993436	0,8869328649	0,9783392222	0,9465331317	0,9552062238	0,9681779772	0,9825225108	0,9768166731	0,9734687542	0,9591074528	0,9209516671
"ftrC"	"Q8YPX5"	"Ferredoxin-thioredoxin reductase, catalytic chain "	-1,4053873855	3	3	0		0		0	-0,0026853284	-0,0801517466	0,1534412017	0,2983505331	0,4124533762	0,6385142043	-0,4144494014	0,3964841129	0,2162231114	0,0841268668	-0,5289265309	-0,4864206723	-0,5512872046	0,0402917653	0,4187267483	0,2648440909	0,235985285	0,1177068289	0,9528935701	0,9500810012	0,9269992661	0,9073596806	0,8615618202	0,8534365848	0,9089428864	0,8660681105	0,9284391423	0,9769622288	0,9521275387	0,9285791582	0,9634030227	0,9836823525	0,9462210081	0,9754422846	0,9332674164	0,9482864996
"all5077"	"Q8YM63"	"All5077 protein "	-1,4036661185	3	3	0		0		0	-0,416729892	0,0594591747	0,0132735387	-0,0573000493	-0,0373741554	0,1806945932	0,1204535135	-0,5322600454	0,135436213	0,3417192906	0,2391720019	0,1532004109	-0,0821857412	0,0077548954	-0,2744695765	0,346465158	0,0833174719	-0,221800993	0,7946385296	0,9482729405	0,9586719029	0,9646341459	0,963769659	0,9593293677	0,9157845849	0,8345585871	0,9451337369	0,9512408874	0,949287205	0,9457215072	0,9745661473	0,9845771953	0,9615264654	0,9647695923	0,9547484411	0,9276930482
"alr4848"	"WP_231865491.1"	"bifunctional riboflavin kinase/FAD synthetase "	-1,4018602295	3	3	0		0		0	0,1928066964	-0,1881431109	0,0062930019	0,0611844973	0,074363738	0,1123309256	0,2945675948	0,2059117105	0,1847145965	0,2328655913	-0,3507250614	0,2758026526	-0,007684474	0,1001345322	-0,0578873101	0,0929158713	0,5730153363	0,3090571736	0,905596915	0,9158419655	0,9610895609	0,9670281258	0,9591937684	0,9690530819	0,8697490158	0,9418982384	0,9423645517	0,9666698137	0,9309437327	0,9351806813	0,9781172942	0,9824605112	0,9764418754	0,9825799129	0,8280112442	0,9309019642
"all0848"	"Q8YYK0"	"All0848 protein "	-1,4015001396	3	3	0		0		0	0,2797200865	-0,2559876963	0,0627609232	-0,0289371674	-0,3501630598	0,0028937438	0,1333781644	0,2954575346	0,6303589791	0,7176333137	0,7505720612	1,1380279809	0,8717192397	0,9332760322	0,9207089519	1,1014385676	0,9751160949	0,9356198514	0,8609326842	0,9051798672	0,9548895539	0,9707577049	0,8909063822	0,9781898083	0,9178289141	0,9120566769	0,690296622	0,8310692839	0,7588155178	0,4785418228	0,7251333055	0,8769626201	0,4588886753	0,7039357897	0,395610418	0,4625267171
"all0392"	"Q8YZR5"	"All0392 protein "	-1,401335426	3	3	0		0		0	0,6686921531	0,6228049356	0,1398921459	0,5544686235	0,5431931805	-0,3198801727	-0,3868610018	-0,2884945465	-0,0383521424	0,3717870986	0,5084607164	0,4481338789	0,3564326596	0,2315021274	0,3163638486	0,2508575488	0,4657289239	0,1297331346	0,2631701046	0,4947306475	0,9516412819	0,6998596811	0,8123757684	0,8812831314	0,7853174351	0,9221339248	0,9579401231	0,9428778676	0,8839165024	0,8589470464	0,9414252767	0,9721145254	0,9480559094	0,9725053407	0,8223879472	0,9415360803
"hemJ"	"WP_011319519.1"	"protoporphyrinogen oxidase HemJ "	-1,3998714459	3	3	0		0		0	0,0713627583	0,1501413825	0,2934929926	-0,0149965901	-0,1979466223	-0,2536993656	-0,2818076098	-0,0935976636	-0,2611440176	-0,2210069667	0,1502797826	-0,2526483889	-0,1743493701	0,0826828113	-0,1930500465	-0,1448791348	-0,1373998502	-0,237499442	0,9420563778	0,9354137034	0,8538465026	0,9723614483	0,9373430422	0,9324932825	0,833048374	0,9530667987	0,9212681005	0,966103815	0,9660574569	0,9392769368	0,9712919774	0,9823896885	0,9718390468	0,9799906209	0,9510849921	0,9246306433
"alr0944"	"Q8YYA7"	"Alr0944 protein "	-1,3996480711	3	3	0		0		0	-0,0982477472	-0,1528538695	0,0063809164	0,2394398416	0,323232639	0,1329538806	-0,2507634075	-0,3328901563	-0,31683348	-0,2539408066	-0,7929284821	-0,399585741	-0,1504877273	0,0406138476	-0,2723170005	-0,2167696752	0,0252579025	-0,0053076924	0,9372669918	0,9133380119	0,9601936014	0,8430838802	0,5859605991	0,9620815502	0,8628269134	0,8957136573	0,8911024497	0,9591195801	0,746892369	0,8886713616	0,9690923486	0,9834806133	0,9558148058	0,9733081497	0,9605540108	0,9596250733
"secY"	"Q8YPJ7"	"Protein translocase subunit SecY "	-1,3982954288	3	3	0		0		0	0,4400128594	0,1021411328	0,3587518769	-0,1051720886	-0,1537310576	-0,2913772559	-0,3199014926	-0,0719973941	-0,066125399	0,1265319356	0,2150733653	-0,0955030027	-0,1923345742	-0,2293152532	-0,1329315602	-0,3242589718	-0,1877931654	-0,2913425852	0,7840990417	0,9521211182	0,8371440522	0,951344266	0,9490375162	0,9334581338	0,848603328	0,9568504496	0,9553990166	0,9726894097	0,9564891821	0,950171222	0,9680072986	0,9727877629	0,9711110803	0,969020959	0,9441967631	0,925571483
"alr1360"	"WP_231865515.1"	"hypothetical protein "	-1,3980004356	3	3	0		0		0	0,1792673244	0,1620032993	0,0583958865	0,1664008928	0,0586956147	-0,0774396223	-0,2203796124	0,109048138	-0,8066852748	-1,1800063979	-0,7274746696	-1,3401785882	-0,2997072093	-0,5795008916	-0,3853864981	-0,388406219	-0,3410323409	-0,5066370932	0,9154594452	0,9373163129	0,9489342521	0,9206942788	0,9641799664	0,9759433279	0,920636877	0,9593614043	0,8116252772	0,2491382337	0,8846125854	0,239544235	0,9672966565	0,9494322924	0,9653607202	0,9747969437	0,9455809235	0,874142556
"alr4484"	"Q8YNS7"	"Alr4484 protein "	-1,3977827885	2	2	0		0		0	0,5384023027	-0,1374298734	-0,2257550634	-0,0931898975	0,1240527262	-0,0216263123	0,6635461432	1,3989966747			0,458139316	0,4559471536		0,2235734062				1,6625482229	0,5898748389	0,9262635163	0,7497143259	0,958021843	0,9559219791	0,9769258366	0,5932569968	0,4872793347			0,936097942	0,9060286851		0,9783325753				0,2585882158
"alr4646"	"Q8YNC1"	"Neopullulanase "	-1,3958453024	3	3	0		0		0	0,387525966	0,3071962962	0,2702543862	-0,0525825399	-0,2859088286	-0,0833278151	0,1763491733	0,323440528	0,1475836304	0,0421020594	0,0584146158	0,2660817341	-0,1353931588	-0,024780865	-0,6563991377	-0,1665341557	-0,2497946276	-0,0117636248	0,8025323561	0,8614829367	0,8960788292	0,9655461199	0,9202030509	0,9727382175	0,8994710201	0,9202123515	0,942655578	0,9779512818	0,9704117869	0,9249072613	0,9713603703	0,9841620589	0,9032842542	0,9794156648	0,937351889	0,9597070255
"all3332"	"WP_084789107.1"	"pentapeptide repeat-containing protein "	-1,3948297803	3	3	0		0		0	0,1171043818	-0,1843139664	0,109081575	0,1033703439	0,1359163891	0,2473951917	0,556228156	0,0379448094	0,1602826875	-0,0170567394	0,1175257028	0,3440928953	-0,2352478374	0,4766316261	0,2237171721	0,1425019682	0,0022112397	0,427142856	0,9340398759	0,9108790814	0,9238827891	0,9643574679	0,9589448221	0,9672337189	0,8511023497	0,9604616256	0,9467345817	0,9792767384	0,9665919728	0,9218553658	0,9677428356	0,9625168532	0,9698795723	0,9817902011	0,9626470448	0,8610283091
"alr9016"	"Q8YJU7"	"Alr9016 protein "	-1,394104482	3	3	0		0		0	0,4338678741	-0,2630225776	0,1363534474	0,1287027519	0,2305362436	0,3943534256	0,4041274339	0,2310623266	0,1891046636	0,4707908338	0,1506082526	0,0076941198	0,4451712569	-0,4573707933	0,9146901241	0,6343543777	0,755516376	1,2838981488	0,7592076548	0,8452289027	0,9262399748	0,9511872249	0,8856293636	0,8229884869	0,7026723214	0,9255430677	0,9319754145	0,9013489824	0,9623537205	0,9590451255	0,9419729745	0,9548046305	0,889975948	0,9004544598	0,5937672389	0,4780800331
"alr0849"	"Q8YYJ9"	"Alr0849 protein "	-1,3939015702	1	1	0		0		0	0,1894403704	-0,2732147969	0,2810302351	0,3854662298	0,0335895248	-0,2542829834	-0,1055150881	-0,2558038991	-0,311067572	-0,9639655128	-0,8737895465	-1,1801643705	-1,2783182704	-0,8330245709	0,0534425862	-0,2227523732	-0,5169519921	-0,5600121267	0,9258402612	0,8884540396	0,7631582506	0,7986642226	0,9662974593	0,9545342444	0,9283350153	0,9394350957	0,9268732179	0,7725144234	0,7986538048	0,4396221824	0,5107174981	0,9051424882	0,9767809135	0,9784180188	0,8881807784	0,8376181773
"asr3137"	"Q8YSF1"	"Asr3137 protein "	-1,3934819255	3	3	0		0		0	-0,1866307184	-0,2833997427	0,0927881394	0,2468666821	0,5256747047	1,0016072937	0,795217087	0,6124040995	0,2829865901	-0,0444498835	0,3706662125	0,4632195677	0,7037031		-0,2095320528	0,0738942261	1,0155327466	0,1980887714	0,9111834488	0,8147094071	0,9202154844	0,8309790714	0,155028789	0,390274263	0,5198393228	0,8753071562	0,9326620073	0,9784269436	0,9478220242	0,8667058696	0,8804937688		0,9684746801	0,983136487	0,1752253102	0,9336712042
"clpS2"	"Q8YP75"	"ATP-dependent Clp protease adapter protein ClpS "	-1,3928157745	2	2	0		0		0	-0,1215911905	-0,2101735992	0,1109365654	0,1946561978	0,1978695086	0,2285731435	0,2607880753	0,2357753094	0,4544291203	0,4361710232	0,4885684163	0,5304647255	0,3428483199	0,3162257408	-0,0836591783	0,25606785	0,2430863838	0,5140387603	0,9330111686	0,8899948998	0,9139909108	0,9280241623	0,9045509546	0,9471599327	0,8690233139	0,9325912229	0,84894097	0,9461056155	0,9194117963	0,84228653	0,9519252463	0,970854518	0,9747512496	0,9733164	0,9348475459	0,8059954542
"psaC"	"P0A410"	"Photosystem I iron-sulfur center "	-1,3910668084	3	3	0		0		0	-0,772427071	-0,4845255857	-0,2870609772	-0,308684029	-0,5332885807	0,6807743616	0,7652821736	-0,1307492795	-0,1385448927	0,0170204564	-0,067322511	-0,2357303092	-0,1323716529	0,1545239194	0,272232616	-0,1690932192	0,1057596929	-0,0856205984	0,4882182726	0,792671151	0,9152013842	0,8830461583	0,628951515	0,9174522026	0,2017877129	0,9492506508	0,944025283	0,9789273131	0,9691985034	0,9276456759	0,9704385434	0,9779977372	0,9543388421	0,977262304	0,9518629936	0,948524937
"all4502"	"Q8YNR0"	"Two-component sensor histidine kinase "	-1,3895250555	3	3	0		0		0	0,365026096	-0,0371743933	0,057128557	-0,0813541388	-0,0249476026	-0,0317523742	-0,0518319567	0,0399395788	0,2708384074	0,487163053	0,1586257629	-0,1530752201	0,0147276807	-0,2516244318	-0,4219097515	0,0708131155	0,3156064692	0,0033672478	0,784998938	0,9542356391	0,9433301778	0,957804111	0,9657171659	0,9757135321	0,9335379504	0,9602497575	0,9119226372	0,8885214766	0,9612765822	0,9435425336	0,9776833888	0,9725982429	0,9363198437	0,9824535667	0,9116336471	0,9598007817
"alr2185"	"WP_044521264.1"	"TonB-dependent receptor "	-1,3886097066	3	3	0		0		0	-0,2289983926	0,2582176299	0,1631756747	0,297754985	-0,2445379478	-0,4487019309	-0,045521515	0,1455801678	0,7798994546	0,6630329888	0,181036163	0,251455597	-0,1219495102	0,0692046351	-0,1178008419	0,0956905716	0,0833873141	-0,3764151179	0,9048438817	0,804410059	0,9334738119	0,945421237	0,8512537876	0,8568029179	0,9347716212	0,9511610299	0,8034830819	0,9110816029	0,9597140546	0,9252377757	0,9716833904	0,9833695906	0,9733041842	0,9829511971	0,9565470561	0,8701268049
"all4427"	"Q8YNY2"	"All4427 protein "	-1,3885468572	2	2	0		0		0	-0,1718598514	0,0708953821	-0,1303083475	-0,1287601334	-0,0642329809	0,1183469333	0,2066256746	0,0481540889	0,8551964401	1,0551846439	0,9392313593	1,3668735671	0,6555536512	0,7694355569	0,5144924619	-0,1335539483	0,9271409253	0,4272039531	0,9200136221	0,9490567123	0,8932470228	0,9491258631	0,9595537381	0,9709670397	0,8917252672	0,9593941018	0,6771408849	0,8358671238	0,6661184944	0,2716150611	0,8585666108	0,8775734693	0,9104617455	0,9806900167	0,3371781407	0,8506523886
"tsaD"	"Q8Z0I6"	"tRNA N6-adenosine threonylcarbamoyltransferase "	-1,3881107038	3	3	0		0		0	-0,5608983552	-0,0601482528	0,0813068841	0,0700280387	-0,0002781607	0,0528983598	-0,003357972	-0,0909892546	-0,4712377502	-0,4277798347	-0,3920220804	-0,4355536254	-0,1326711489	-0,2528392491	-0,3048171339	-0,0835838394	-0,1526505834	0,0714907714	0,5852552341	0,9529275657	0,9282808197	0,9619402957	0,9696717093	0,9738436169	0,9423740642	0,9535606452	0,8046569222	0,9176449109	0,9334802734	0,8661293311	0,9713866712	0,9720337307	0,9502364977	0,9820227273	0,9448459711	0,9507708696
"all4425"	"Q8YNY4"	"All4425 protein "	-1,3877882406	2	2	0		0		0	0,7733775978	0,6203426209	0,1776109138	-0,4319795078	-0,3487905247	-0,2711209265	-0,1936585653	0,5927577579	-0,1392377678	0,3934629257	0,8634840791	0,5262305241	0,6426147598	0,5029004303	-0,3492664934	0,4262700837	0,7395339138	0,877216583	0,5678635708	0,1269914462	0,86737893	0,8110453965	0,7157300747	0,9332112144	0,8987564418	0,8726031835	0,945786144	0,9474822274	0,7495007017	0,9055883857	0,9079087944	0,9651274908	0,9596238901	0,9542857616	0,7310626243	0,6419928538
"alr0943"	"Q8YYA8"	"Alr0943 protein "	-1,38750427	3	3	0		0		0	0,4104674715	0,1759701765	-0,0038177761	0,156528583	0,1584775336	-0,071989583	-0,2186427294	-0,4747306036	-0,3046539048	-0,0195798249	-0,2422509354	-0,1580044748	-0,1183711888	0,1237015623	-0,1447601225	-0,2187736211	0,1512025128	-0,1497619185	0,7370823314	0,9148566415	0,9609183001	0,94340983	0,9106175901	0,9718790127	0,8770854343	0,8219497964	0,8919944899	0,9788761879	0,9494400382	0,9415983447	0,9715271389	0,9795254266	0,9712901518	0,9737056503	0,9448341813	0,938686622
"pyrFE"	"Q8YSY4"	"Bifunctional enzyme PyrF/PyrE "	-1,3868319517	3	3	0		0		0	-0,0427901864	0,1094052276	-0,0404512457	-0,0181465002	0,0560641726	-0,0536076709	-0,1482695386	-0,0394058758	0,0049428851	0,1622216852	0,1079977391	-0,3457797284	-0,1701813802	-0,1705024434	0,1082819253	-0,0038297623	0,2248992644	0,0798066841	0,9485513933	0,9303260346	0,9497090087	0,9719499563	0,959113446	0,9739254935	0,9136787113	0,9605128816	0,9608230169	0,9713935202	0,9665519715	0,9162166246	0,9719162345	0,9784211494	0,9726672358	0,9848973173	0,9305856228	0,9503473623
"alr4583"	"Q8YNI2"	"Permease protein of peptide ABC transporter "	-1,3857433515	3	3	0		0		0	-0,0100540819	0,2284974043	0,0721267126	-0,2857882798	-0,063898728	-0,112578916	-0,0317730064	0,1955025601	0,4544521958	0,5157427951	0,556303079	0,6717210659	0,286453188	0,6649766743	0,2339693361	0,5565981364	0,5776506299	0,2835018782	0,9518654471	0,9310208105	0,935242842	0,8982765572	0,9605307692	0,9668140557	0,9372077637	0,9396579574	0,8421093192	0,9333031228	0,9201242846	0,7248945884	0,9630710393	0,8728554272	0,959398524	0,9232722322	0,7816730792	0,907208798
"all0089"	"WP_044520479.1"	"SIMPL domain-containing protein "	-1,3856996366	3	3	0		0		0	-0,0755519436	-0,3740708032	-0,1279067706	0,6038524336	0,2555687531	-0,0990053841	-0,0817501873	-0,3249715901	-0,251916995	-0,334212031	-0,1128214461	-0,2727495671	-0,24211449	-0,1394259023	-0,2852778158	-0,648543512	-0,3953621566	-0,6254580956	0,9408403422	0,5416208184	0,9131175951	0,711110295	0,8668811191	0,9698732702	0,9267362251	0,908108409	0,9206343511	0,9548405013	0,9653458	0,9216116157	0,9602639816	0,978672135	0,9534185251	0,8473376505	0,868449794	0,3930314057
"isiB"	"P0A3D9"	"Flavodoxin "	-1,385610255	3	3	0		0		0	0,0021074363	-0,1192185758	0,1645760281	0,4332261439	0,5131409306	0,457732909	0,4271497325	0,0348614109	-0,1939076929	-0,1881719266	-0,1667670376	-0,1025020355	-0,0207899621	-0,4363739461	-0,3036281941	-0,5034252528	-0,34938257	0,1898866441	0,9529745319	0,925407087	0,876631504	0,5011591023	0,1750098184	0,7422328436	0,8093520772	0,960826227	0,9526748603	0,9751981369	0,9657395532	0,9551719329	0,977694922	0,9770101868	0,9695180951	0,9693957687	0,9314953754	0,9484590413
"all8026"	"Q8YK91"	"Ribonuclease VapC "	-1,3845649884	2	2	0		0		0	0,607990856	0,5055790007	-0,0023081873	-0,0167564976	-0,3561433907	-0,3485908364	-0,2854021338	-0,0773482222	0,027783536	0,1192301266	-0,1038151877	-0,4273730758	0,0091556818	0,4419251796		-1,0101892523	-0,5964317576	-0,0154210006	0,7696004164	0,7858269048	0,961418155	0,9721278536	0,7164125181	0,9374515278	0,8624237018	0,9569686856	0,9590002645	0,973922811	0,9672700375	0,892144495	0,9780262965	0,9661570462		0,9289672712	0,8197163565	0,9588647786
"alr4821"	"Q8YMV5"	"Alr4821 protein "	-1,3840509666	3	3	0		0		0	-0,4130088299	0,3748376744	0,0281093519	-0,1603016299	-0,0928778727	-0,0862828308	0,1162015619	-0,0967269584	0,1265355482	-0,1633618035	-0,0342565485	0,0091875586	-0,0684528988	0,4983798976	-0,042277616	-0,2870525898	-0,0080307036	-0,0613009613	0,7997667881	0,733021353	0,9551539406	0,9240653064	0,9479892874	0,9700068167	0,9217368109	0,9539609152	0,9500808619	0,9731626522	0,9718200098	0,9589163	0,9764735522	0,9657462741	0,9769125788	0,9687489785	0,9622166129	0,9559276466
